entry	off	name	size	data_off	note	magic
7	0x302800	v_govr_acpl_amd_1.la3	208	0x88f90	zlib@4	46454c07
7	0x302800	v_govr_acpl_ccl_1.la3	208	0x89080	zlib@4	46454c07
7	0x302800	v_govr_acpl_chc_1.la3	208	0x89170	zlib@4	46454c07
7	0x302800	v_govr_acpl_dsl_1.la3	208	0x89260	zlib@4	46454c07
7	0x302800	v_govr_acpl_huy_1.la3	208	0x89350	zlib@4	46454c07
7	0x302800	v_govr_acpl_kaz_1.la3	208	0x89440	zlib@4	46454c07
7	0x302800	v_govr_acpl_paz_1.la3	208	0x89530	zlib@4	46454c07
7	0x302800	v_govr_acpl_sna_1.la3	208	0x89620	zlib@4	46454c07
10	0x34b000	¤¡	1	0x10	zlib@4	00
11	0x379800	lang_communicationstelop.olang	636	0x30	zlib@4	52425800
11	0x379800	lang_communicationstelop_en.olang	582	0x2e0	zlib@4	52425800
11	0x379800	lang_communicationstelop_fr.olang	588	0x550	zlib@4	52425800
11	0x379800	lang_communicationstelop_ge.olang	594	0x7d0	zlib@4	52425800
11	0x379800	lang_communicationstelop_it.olang	588	0xa50	zlib@4	52425800
11	0x379800	lang_communicationstelop_sp.olang	588	0xcd0	zlib@4	52425800
11	0x379800	lang_demotelop.olang	2880	0xf40	zlib@4	52425800
11	0x379800	lang_demotelop_en.olang	2428	0x1aa0	zlib@4	52425800
11	0x379800	lang_demotelop_fr.olang	2518	0x2440	zlib@4	52425800
11	0x379800	lang_demotelop_ge.olang	2412	0x2e40	zlib@4	52425800
11	0x379800	lang_demotelop_it.olang	2512	0x37d0	zlib@4	52425800
11	0x379800	lang_demotelop_sp.olang	2516	0x41c0	zlib@4	52425800
11	0x379800	lang_http_error.olang	2776	0x4bb0	zlib@4	52425800
11	0x379800	lang_http_error_en.olang	2136	0x56b0	zlib@4	52425800
11	0x379800	lang_http_error_fr.olang	2464	0x5f30	zlib@4	52425800
11	0x379800	lang_http_error_ge.olang	2624	0x68f0	zlib@4	52425800
11	0x379800	lang_http_error_it.olang	2254	0x7350	zlib@4	52425800
11	0x379800	lang_http_error_sp.olang	2266	0x7c40	zlib@4	52425800
11	0x379800	lang_online_error.olang	5336	0x8540	zlib@4	52425800
11	0x379800	lang_online_error_en.olang	4206	0x9a40	zlib@4	52425800
11	0x379800	lang_online_error_fr.olang	4544	0xaad0	zlib@4	52425800
11	0x379800	lang_online_error_ge.olang	4940	0xbcb0	zlib@4	52425800
11	0x379800	lang_online_error_it.olang	4496	0xd020	zlib@4	52425800
11	0x379800	lang_online_error_sp.olang	4648	0xe1d0	zlib@4	52425800
11	0x379800	lang_pw_common.olang	1348	0xf420	zlib@4	52425800
11	0x379800	lang_pw_common_en.olang	1266	0xf990	zlib@4	52425800
11	0x379800	lang_pw_common_fr.olang	1140	0xfea0	zlib@4	52425800
11	0x379800	lang_pw_common_ge.olang	1158	0x10340	zlib@4	52425800
11	0x379800	lang_pw_common_it.olang	1126	0x107f0	zlib@4	52425800
11	0x379800	lang_pw_common_sp.olang	1152	0x10c80	zlib@4	52425800
11	0x379800	lang_spooky_common.olang	546	0x11120	zlib@4	52425800
11	0x379800	lang_spooky_common_en.olang	498	0x11370	zlib@4	52425800
11	0x379800	lang_spooky_common_fr.olang	562	0x11590	zlib@4	52425800
11	0x379800	lang_spooky_common_ge.olang	550	0x117f0	zlib@4	52425800
11	0x379800	lang_spooky_common_it.olang	554	0x11a40	zlib@4	52425800
11	0x379800	lang_spooky_common_sp.olang	504	0x11c90	zlib@4	52425800
11	0x379800	lang_v_theater010.olang	1238	0x11eb0	zlib@4	52425800
11	0x379800	lang_v_theater010_en.olang	1116	0x123b0	zlib@4	52425800
11	0x379800	lang_v_theater010_fr.olang	1170	0x12830	zlib@4	52425800
11	0x379800	lang_v_theater010_ge.olang	1198	0x12cf0	zlib@4	52425800
11	0x379800	lang_v_theater010_it.olang	1138	0x131c0	zlib@4	52425800
11	0x379800	lang_v_theater010_sp.olang	1050	0x13660	zlib@4	52425800
11	0x379800	lang_v_theater020.olang	1034	0x13aa0	zlib@4	52425800
11	0x379800	lang_v_theater020_en.olang	1070	0x13ed0	zlib@4	52425800
11	0x379800	lang_v_theater020_fr.olang	1238	0x14320	zlib@4	52425800
11	0x379800	lang_v_theater020_ge.olang	1228	0x14820	zlib@4	52425800
11	0x379800	lang_v_theater020_it.olang	1140	0x14d10	zlib@4	52425800
11	0x379800	lang_v_theater020_sp.olang	1100	0x151b0	zlib@4	52425800
11	0x379800	pw_caption.la3	3156	0x15610	zlib@4	46454c07
11	0x379800	pw_colorbar.la3	13764	0x16280	zlib@4	46454c07
11	0x379800	pw_endlogo.la3	1488	0x19860	zlib@4	46454c07
11	0x379800	pw_popup.la3	38108	0x19e50	zlib@4	46454c07
11	0x379800	pw_tableroll.la3	14144	0x23350	zlib@4	46454c07
11	0x379800	v_theater010.la3	1636	0x26ab0	zlib@4	46454c07
11	0x379800	v_theater020.la3	1180	0x27130	zlib@4	46454c07
15	0x3c3800	fult_piece_a.mdp	876	0x20	zlib@4	4d445058
15	0x3c3800	fult_piece_b.mdp	836	0x3b0	zlib@4	4d445058
15	0x3c3800	ibox_ration_a.mdp	1780	0x710	zlib@4	4d445058
15	0x3c3800	ibox_shd_a.mdp	400	0xe20	zlib@4	4d445058
15	0x3c3800	ibox_weapon_a.mdp	1708	0xfd0	zlib@4	4d445058
15	0x3c3800	lang_demotelop.olang	2880	0x16a0	zlib@4	52425800
15	0x3c3800	lang_demotelop_en.olang	2428	0x2200	zlib@4	52425800
15	0x3c3800	lang_demotelop_fr.olang	2518	0x2ba0	zlib@4	52425800
15	0x3c3800	lang_demotelop_ge.olang	2412	0x35a0	zlib@4	52425800
15	0x3c3800	lang_demotelop_it.olang	2512	0x3f30	zlib@4	52425800
15	0x3c3800	lang_demotelop_sp.olang	2516	0x4920	zlib@4	52425800
15	0x3c3800	lang_emergencytelop.olang	720	0x5320	zlib@4	52425800
15	0x3c3800	lang_emergencytelop_en.olang	652	0x5620	zlib@4	52425800
15	0x3c3800	lang_emergencytelop_fr.olang	666	0x58d0	zlib@4	52425800
15	0x3c3800	lang_emergencytelop_ge.olang	672	0x5b90	zlib@4	52425800
15	0x3c3800	lang_emergencytelop_it.olang	674	0x5e60	zlib@4	52425800
15	0x3c3800	lang_emergencytelop_sp.olang	678	0x6130	zlib@4	52425800
15	0x3c3800	lang_mission_endtelop.olang	8966	0x6400	zlib@4	52425800
15	0x3c3800	lang_mission_endtelop_en.olang	8922	0x8730	zlib@4	52425800
15	0x3c3800	lang_mission_endtelop_fr.olang	9206	0xaa30	zlib@4	52425800
15	0x3c3800	lang_mission_endtelop_ge.olang	9320	0xce50	zlib@4	52425800
15	0x3c3800	lang_mission_endtelop_it.olang	9630	0xf2e0	zlib@4	52425800
15	0x3c3800	lang_mission_endtelop_sp.olang	10922	0x118b0	zlib@4	52425800
15	0x3c3800	lang_mission_info.olang	73816	0x14380	zlib@4	52425800
15	0x3c3800	lang_mission_info_en.olang	58024	0x26400	zlib@4	52425800
15	0x3c3800	lang_mission_info_fr.olang	63670	0x346d0	zlib@4	52425800
15	0x3c3800	lang_mission_info_ge.olang	62632	0x43fb0	zlib@4	52425800
15	0x3c3800	lang_mission_info_it.olang	61440	0x53480	zlib@4	52425800
15	0x3c3800	lang_mission_info_sp.olang	62744	0x624a0	zlib@4	52425800
15	0x3c3800	lang_pw_common.olang	1348	0x719e0	zlib@4	52425800
15	0x3c3800	lang_pw_common_en.olang	1266	0x71f50	zlib@4	52425800
15	0x3c3800	lang_pw_common_fr.olang	1140	0x72460	zlib@4	52425800
15	0x3c3800	lang_pw_common_ge.olang	1158	0x72900	zlib@4	52425800
15	0x3c3800	lang_pw_common_it.olang	1126	0x72db0	zlib@4	52425800
15	0x3c3800	lang_pw_common_sp.olang	1152	0x73240	zlib@4	52425800
15	0x3c3800	mission_map_data.mmd	9176	0x736e0	zlib@4	0d012f00
15	0x3c3800	pw_caption.la3	3156	0x75ad0	zlib@4	46454c07
15	0x3c3800	pw_charge.la3	33592	0x76740	zlib@4	46454c07
15	0x3c3800	pw_charge_pachinko.la3	33740	0x7eaa0	zlib@4	46454c07
15	0x3c3800	pw_demotelop.la3	5032	0x86e90	zlib@4	46454c07
15	0x3c3800	pw_en_guage.la3	38132	0x88250	zlib@4	46454c07
15	0x3c3800	pw_eneterop.la3	668	0x91760	zlib@4	46454c07
15	0x3c3800	pw_hanyo_error.la3	48972	0x91a20	zlib@4	46454c07
15	0x3c3800	pw_hanyo_terop.la3	18192	0x9d990	zlib@4	46454c07
15	0x3c3800	pw_keyhelp.la3	43544	0xa20c0	zlib@4	46454c07
15	0x3c3800	pw_pachinko.la3	2940	0xacaf0	zlib@4	46454c07
15	0x3c3800	pw_popup.la3	38108	0xad680	zlib@4	46454c07
15	0x3c3800	pw_radiocall.la3	10140	0xb6b80	zlib@4	46454c07
15	0x3c3800	segrp_212_bg_epigraph01.sep	233472	0xb9340	zlib@4	5350310e
15	0x3c3800	segrp_770_shodate.sep	112640	0xf2360	zlib@4	5350560d
15	0x3c3800	stnc_knf_def.eft	96	0x10db80	zlib@4	9f6c0b00
15	0x3c3800	v200_115_rtr_amd_1.la3	188	0x10dc00	zlib@4	46454c07
15	0x3c3800	v200_116_rtr_amd_1.la3	248	0x10dce0	zlib@4	46454c07
15	0x3c3800	v200_117_rtr_amd_1.la3	188	0x10de00	zlib@4	46454c07
15	0x3c3800	v200_118_rtr_amd_1.la3	188	0x10dee0	zlib@4	46454c07
15	0x3c3800	v200_119_rtr_amd_1.la3	188	0x10dfc0	zlib@4	46454c07
15	0x3c3800	v200_120_rtr_amd_1.la3	188	0x10e0a0	zlib@4	46454c07
15	0x3c3800	v200_121_rtr_amd_1.la3	188	0x10e180	zlib@4	46454c07
15	0x3c3800	v220_031_rtr_dsl_1.la3	208	0x10e260	zlib@4	46454c05
15	0x3c3800	v220_032_rtr_dsl_1.la3	188	0x10e350	zlib@4	46454c07
15	0x3c3800	v220_033_rtr_dsl_1.la3	188	0x10e430	zlib@4	46454c07
15	0x3c3800	v220_034_rtr_dsl_1.la3	188	0x10e510	zlib@4	46454c07
15	0x3c3800	v220_035_rtr_dsl_1.la3	188	0x10e5f0	zlib@4	46454c07
15	0x3c3800	v220_036_rtr_dsl_1.la3	188	0x10e6d0	zlib@4	46454c07
15	0x3c3800	v240_073_rtr_ccl_1.la3	188	0x10e7b0	zlib@4	46454c07
15	0x3c3800	v240_074_rtr_ccl_1.la3	188	0x10e890	zlib@4	46454c07
15	0x3c3800	v240_075_rtr_ccl_1.la3	260	0x10e970	zlib@4	46454c07
15	0x3c3800	v240_076_rtr_ccl_1.la3	260	0x10ea90	zlib@4	46454c07
15	0x3c3800	v240_077_rtr_ccl_1.la3	188	0x10ebb0	zlib@4	46454c07
15	0x3c3800	v240_078_rtr_ccl_1.la3	188	0x10ec90	zlib@4	46454c07
15	0x3c3800	v240_079_rtr_ccl_1.la3	208	0x10ed70	zlib@4	46454c07
15	0x3c3800	v260_151_rtr_chc_1.la3	208	0x10ee60	zlib@4	46454c07
15	0x3c3800	v260_152_rtr_chc_1.la3	188	0x10ef50	zlib@4	46454c07
15	0x3c3800	v260_153_rtr_chc_1.la3	188	0x10f030	zlib@4	46454c07
15	0x3c3800	v260_154_rtr_chc_1.la3	208	0x10f110	zlib@4	46454c07
15	0x3c3800	v260_155_rtr_chc_1.la3	188	0x10f200	zlib@4	46454c07
15	0x3c3800	v260_156_rtr_chc_1.la3	260	0x10f2e0	zlib@4	46454c07
15	0x3c3800	v260_159_rtr_chc_1.la3	188	0x10f400	zlib@4	46454c07
15	0x3c3800	v280_100_rtr_paz_1.la3	188	0x10f4e0	zlib@4	46454c07
15	0x3c3800	v280_101_rtr_paz_1.la3	188	0x10f5c0	zlib@4	46454c07
15	0x3c3800	v280_102_rtr_paz_1.la3	188	0x10f6a0	zlib@4	46454c07
15	0x3c3800	v280_103_rtr_paz_1.la3	188	0x10f780	zlib@4	46454c07
15	0x3c3800	v280_104_rtr_paz_1.la3	188	0x10f860	zlib@4	46454c07
15	0x3c3800	v280_105_rtr_paz_1.la3	208	0x10f940	zlib@4	46454c07
15	0x3c3800	v300_153_rtr_huy_1.la3	188	0x10fa30	zlib@4	46454c07
15	0x3c3800	v300_154_rtr_huy_1.la3	188	0x10fb10	zlib@4	46454c07
15	0x3c3800	v300_155_rtr_huy_1.la3	260	0x10fbf0	zlib@4	46454c07
15	0x3c3800	v300_156_rtr_huy_1.la3	260	0x10fd10	zlib@4	46454c07
15	0x3c3800	v300_157_rtr_huy_1.la3	260	0x10fe30	zlib@4	46454c07
15	0x3c3800	v300_158_rtr_huy_1.la3	260	0x10ff50	zlib@4	46454c07
15	0x3c3800	v300_159_rtr_huy_1.la3	188	0x110070	zlib@4	46454c07
15	0x3c3800	v328_030_rtr_kaz_1.la3	188	0x110150	zlib@4	46454c05
15	0x3c3800	v328_031_rtr_kaz_1.la3	188	0x110230	zlib@4	46454c05
15	0x3c3800	v328_032_rtr_kaz_1.la3	188	0x110310	zlib@4	46454c05
15	0x3c3800	v328_033_rtr_kaz_1.la3	188	0x1103f0	zlib@4	46454c05
15	0x3c3800	v328_034_rtr_kaz_1.la3	188	0x1104d0	zlib@4	46454c05
15	0x3c3800	v328_036_rtr_kaz_1.la3	188	0x1105b0	zlib@4	46454c07
15	0x3c3800	v328_037_rtr_kaz_1.la3	188	0x110690	zlib@4	46454c07
15	0x3c3800	v328_038_rtr_kaz_1.la3	188	0x110770	zlib@4	46454c07
15	0x3c3800	v328_039_rtr_kaz_1.la3	188	0x110850	zlib@4	46454c07
15	0x3c3800	v331_951_rtr_kaz_1.la3	188	0x110930	zlib@4	46454c07
15	0x3c3800	v331_951_rtr_kaz_2.la3	188	0x110a10	zlib@4	46454c07
15	0x3c3800	v331_951_rtr_kaz_3.la3	188	0x110af0	zlib@4	46454c07
15	0x3c3800	v331_951_rtr_kaz_4.la3	188	0x110bd0	zlib@4	46454c07
15	0x3c3800	v331_951_rtr_kaz_5.la3	188	0x110cb0	zlib@4	46454c07
15	0x3c3800	v331_951_rtr_kaz_6.la3	188	0x110d90	zlib@4	46454c07
15	0x3c3800	v_govr_acpl_amd_1.la3	208	0x110e70	zlib@4	46454c07
15	0x3c3800	v_govr_acpl_ccl_1.la3	208	0x110f60	zlib@4	46454c07
15	0x3c3800	v_govr_acpl_chc_1.la3	208	0x111050	zlib@4	46454c07
15	0x3c3800	v_govr_acpl_dsl_1.la3	208	0x111140	zlib@4	46454c07
15	0x3c3800	v_govr_acpl_huy_1.la3	208	0x111230	zlib@4	46454c07
15	0x3c3800	v_govr_acpl_kaz_1.la3	208	0x111320	zlib@4	46454c07
15	0x3c3800	v_govr_acpl_paz_1.la3	208	0x111410	zlib@4	46454c07
15	0x3c3800	v_govr_acpl_sna_1.la3	208	0x111500	zlib@4	46454c07
19	0x478000	Zù©	109	0x10	zlib@4	00000000
20	0x513800	[ù©	36	0x10	zlib@4	00000000
21	0x525800	\ù©	659	0x10	zlib@4	00000000
23	0x779800	ICON0.png	7647	0x20	zlib@4	89504e47
23	0x779800	ICON0A.png	8288	0x1e10	zlib@4	89504e47
23	0x779800	ICON0B.png	8004	0x3e80	zlib@4	89504e47
23	0x779800	ICON0D.png	20848	0x5de0	zlib@4	89504e47
23	0x779800	ICON0N.png	14178	0xaf60	zlib@4	89504e47
23	0x779800	ICON0S.png	8152	0xe6e0	zlib@4	89504e47
23	0x779800	PIC0.png	6941	0x106d0	zlib@4	89504e47
23	0x779800	collabo_pass.ohd	112	0x12210	zlib@4	2c000000
23	0x779800	ene_app.ohd	88464	0x122a0	zlib@4	08000000
23	0x779800	face_tex_female.ohd	412	0x27c50	zlib@4	1d000000
23	0x779800	face_tex_male.ohd	1932	0x27e10	zlib@4	1c000000
23	0x779800	face_tex_uniq.ohd	116	0x285c0	zlib@4	1e000000
23	0x779800	fult_piece_a.mdp	876	0x28650	zlib@4	4d445058
23	0x779800	fult_piece_b.mdp	836	0x289e0	zlib@4	4d445058
23	0x779800	ibox_ration_a.mdp	1780	0x28d40	zlib@4	4d445058
23	0x779800	ibox_shd_a.mdp	400	0x29450	zlib@4	4d445058
23	0x779800	ibox_weapon_a.mdp	1708	0x29600	zlib@4	4d445058
23	0x779800	item.ohd	13692	0x29cc0	zlib@4	04000000
23	0x779800	item_icon.ohd	14124	0x2d250	zlib@4	0f000000
23	0x779800	lang_datainstall.olang	10242	0x309a0	zlib@4	52425800
23	0x779800	lang_datainstall_en.olang	7686	0x331d0	zlib@4	52425800
23	0x779800	lang_datainstall_fr.olang	8326	0x35000	zlib@4	52425800
23	0x779800	lang_datainstall_ge.olang	9002	0x370b0	zlib@4	52425800
23	0x779800	lang_datainstall_it.olang	8364	0x39400	zlib@4	52425800
23	0x779800	lang_datainstall_sp.olang	7756	0x3b4d0	zlib@4	52425800
23	0x779800	lang_demotelop.olang	2880	0x3d340	zlib@4	52425800
23	0x779800	lang_demotelop_en.olang	2428	0x3dea0	zlib@4	52425800
23	0x779800	lang_demotelop_fr.olang	2518	0x3e840	zlib@4	52425800
23	0x779800	lang_demotelop_ge.olang	2412	0x3f240	zlib@4	52425800
23	0x779800	lang_demotelop_it.olang	2512	0x3fbd0	zlib@4	52425800
23	0x779800	lang_demotelop_sp.olang	2516	0x405c0	zlib@4	52425800
23	0x779800	lang_extra.olang	10934	0x40fb0	zlib@4	52425800
23	0x779800	lang_extra_en.olang	8480	0x43a80	zlib@4	52425800
23	0x779800	lang_extra_fr.olang	9744	0x45bc0	zlib@4	52425800
23	0x779800	lang_extra_ge.olang	9480	0x481f0	zlib@4	52425800
23	0x779800	lang_extra_it.olang	9184	0x4a720	zlib@4	52425800
23	0x779800	lang_extra_sp.olang	9278	0x4cb20	zlib@4	52425800
