table_id	lang	group	entry	meta	record	locations	text
0x0006a8d5	fr	0x20bac6	0x7e1a0e	0x0402	31	31:0x5d6c0c86	Les paramètres de $1 membre(s) ont augmenté.
0x0006a8d5	fr	0x20bac6	0x7e1a0f	0x0402	31	31:0x5d6c0c86	L'unité de terrain est revenue de la zone de conflit.
0x0006a8d5	fr	0x20bac6	0x7e1a10	0x0402	31	31:0x5d6c0c86	Nouvelle arme développée : $1
0x0006a8d5	fr	0x20bac6	0x7e1a27	0x0402	31	31:0x5d6c0c86	Nouvel objet développé : $1
0x0006a8d5	fr	0x20bac6	0x7e1a28	0x0402	31	31:0x5d6c0c86	Mother Base s'est agrandie. 
0x0006a8d5	fr	0x20bac6	0x7e1a29	0x0402	31	31:0x5d6c0c86	(不要)#ハリケーンに遭遇。(難破船と遭遇していれば)難破船と遭遇した。
0x0006a8d5	fr	0x20bac6	0x7e1a2a	0x0402	31	31:0x5d6c0c86	[!] Le rationnement fait baisser le moral du personnel.
0x0006a8d5	fr	0x20bac6	0x7e1a2b	0x0402	31	31:0x5d6c0c86	Metal Gear ZEKE peut maintenant être affecté à une unité terrestre.
0x0006a8d5	fr	0x20bac6	0x7e1a2d	0x0402	31	31:0x5d6c0c86	Le nombre de recrues a dépassé $1 !
0x0006a8d5	fr	0x20bac6	0x7e1a30	0x0402	31	31:0x5d6c0c86	(不要)#【！】$1名ものスタッフが死亡してしまいました。
0x0006a8d5	fr	0x20bac6	0x7e1a4b	0x0402	31	31:0x5d6c0c86	*log_type_34
0x0006a8d5	fr	0x20bac6	0x7e1a4c	0x0402	31	31:0x5d6c0c86	Amanda a été recrutée.
0x0006a8d5	fr	0x20bac6	0x7e1a4d	0x0402	31	31:0x5d6c0c86	Chico a été recruté.
0x0006a8d5	fr	0x20bac6	0x7e1a4e	0x0402	31	31:0x5d6c0c86	Cécile a été recrutée.
0x0006a8d5	fr	0x20bac6	0x7e1a4f	0x0402	31	31:0x5d6c0c86	Huey a été recruté.
0x0006a8d5	fr	0x20bac6	0x7e1a50	0x0402	31	31:0x5d6c0c86	Paz a été recrutée.
0x0006a8d5	fr	0x20bac6	0x7e1a68	0x0402	31	31:0x5d6c0c86	Strangelove a été recrutée.
0x0006a8d5	fr	0x20bac6	0x7e1a6a	0x0402	31	31:0x5d6c0c86	$! % du total d'armes a été développé.
0x0006a8d5	fr	0x20bac6	0x7e1a6b	0x0402	31	31:0x5d6c0c86	100 % du total d'armes a été développé.
0x0006a8d5	fr	0x20bac6	0x7e1a6c	0x0402	31	31:0x5d6c0c86	$! % du total d'objets a été développé.
0x0006a8d5	fr	0x20bac6	0x7e1a6d	0x0402	31	31:0x5d6c0c86	100 % du total d'objets a été développé.
0x0006a8d5	fr	0x20bac6	0x7e1a6f	0x0402	31	31:0x5d6c0c86	Le développement de ZEKE a progressé.
0x0006a8d5	fr	0x20bac6	0x7e1a70	0x0402	31	31:0x5d6c0c86	$1% des cartes mémoire récupérées.
0x0006a8d5	fr	0x20bac6	0x7e1a87	0x0402	31	31:0x5d6c0c86	$1 : le stock est de $2.
0x0006a8d5	fr	0x20bac6	0x7e1a88	0x0402	31	31:0x5d6c0c86	(不要)「移動・サルベージ」の機能が追加されました。
0x0006a8d5	fr	0x20bac6	0x7e1a89	0x0402	31	31:0x5d6c0c86	#????
0x0006a8d5	fr	0x20bac6	0x7e1a8a	0x0402	31	31:0x5d6c0c86	(不要)海域から$1をサルベージしました。\n
0x0006a8d5	fr	0x20bac6	0x7e1a8b	0x0402	31	31:0x5d6c0c86	#Cadeau envoyé au personnel. 
0x0006a8d5	fr	0x20bac6	0x7e1a8c	0x0402	31	31:0x5d6c0c86	Cadeau  reçu de : $1.
0x0006a8d5	fr	0x20bac6	0x7e1a8d	0x0402	31	31:0x5d6c0c86	(不要)マザーベースが目標海域に到着しました。
0x0006a8d5	fr	0x20bac6	0x7e1a8e	0x0402	31	31:0x5d6c0c86	Équipe Mess mise en place.
0x0006a8d5	fr	0x20bac6	0x7e1a90	0x0402	31	31:0x5d6c0c86	Infirmerie mise en place.
0x0006a8d5	fr	0x20bac6	0x7e1aa7	0x0402	31	31:0x5d6c0c86	Équipe médicale mise en place.
0x0006a8d5	fr	0x20bac6	0x86f5ca	0x0402	31	31:0x5d6c0c86	Voir les 50 dernières entrées du journal.  <I=CAN> : RETOUR
0x0006a8d5	fr	0x20bac6	0xc34120	0x0402	31	31:0x5d6c0c86	Équipe renseignement mise en place.
0x0006a8d5	fr	0x20bac6	0xc34121	0x0402	31	31:0x5d6c0c86	Zone d'attente Échange en place.
0x0006a8d5	fr	0x20bac6	0xc34122	0x0402	31	31:0x5d6c0c86	OUTER OPS disponibles.
0x0006a8d5	fr	0x20bac6	0xc34123	0x0402	31	31:0x5d6c0c86	Les mechas peuvent désormais être déployées en OUTER OPS.
0x0006a8d5	fr	0x20bac6	0xc34124	0x0402	31	31:0x5d6c0c86	Réparation de mecha disponible.
0x0006a8d5	fr	0x20bac6	0xc34125	0x0402	31	31:0x5d6c0c86	Développement de Metal Gear disponible.
0x0006a8d5	fr	0x20bac6	0xc34126	0x0402	31	31:0x5d6c0c86	Fonction LIVRAISON ajoutée.
0x0006a8d5	fr	0x20bac6	0xc34127	0x0402	31	31:0x5d6c0c86	Fonction FRAPPE DE SOUTIEN ajoutée.
0x0006a8d5	fr	0x20bac6	0xc34128	0x0402	31	31:0x5d6c0c86	Fonction RAVITAILLEMENT DE SOUTIEN ajoutée.
0x0006a8d5	fr	0x20bac6	0xc3413f	0x0402	31	31:0x5d6c0c86	Fonction ÉCHANGER ajoutée.
0x0006a8d5	fr	0x20bac6	0xc34140	0x0402	31	31:0x5d6c0c86	Fonction RECRUTER ajoutée.
0x0006a8d5	fr	0x20bac6	0xc34141	0x0402	31	31:0x5d6c0c86	$1 nouveau(x) membre(s) enrôlé(s).
0x0006a8d5	fr	0x20bac6	0xc34520	0x0402	31	31:0x5d6c0c86	[!] Une grande partie du personnel n'a rien à faire.
0x0006a8d5	fr	0x20bac6	0xc34521	0x0402	31	31:0x5d6c0c86	[!] Le service R&D a suspendu plusieurs projets.
0x0006a8d5	fr	0x20bac6	0xc34522	0x0402	31	31:0x5d6c0c86	$1 membre(s) jeté(s) en cellule.
0x0006a8d5	fr	0x20bac6	0xc34523	0x0402	31	31:0x5d6c0c86	Nouvelle arme disponible pour le développement.
0x0006a8d5	fr	0x20bac6	0xc34524	0x0402	31	31:0x5d6c0c86	Nouvel objet disponible pour le développement.
0x0006a8d5	fr	0x20bac6	0xc34525	0x0402	31	31:0x5d6c0c86	$1 soldat(s) en cellule persuadé(s) pour le recrutement.
0x0006a8d5	fr	0x20bac6	0xc34526	0x0402	31	31:0x5d6c0c86	$1 membre(s) de l'équipe démobilisé(s) de l'infirmerie.
0x0006a8d5	fr	0x20bac6	0xe46a99	0x0402	31	31:0x5d6c0c86	PERSONNEL
0x0006a8d5	fr	0x20bac6	0xe46a9a	0x0402	31	31:0x5d6c0c86	R&D
0x0006a8d5	fr	0x20bac6	0xe46a9b	0x0402	31	31:0x5d6c0c86	MÉDICAL
0x0006a8d5	fr	0x20bac6	0xe46a9c	0x0402	31	31:0x5d6c0c86	RENSEIGNEMENT
0x0006a8d5	fr	0x20bac6	0xe46a9d	0x0402	31	31:0x5d6c0c86	AUTRE
0x0006a8d5	fr	0x20bac6	0xe46a9e	0x0402	31	31:0x5d6c0c86	TOUT
0x0006a8d5	fr	0x20bac6	0xe6c872	0x0402	31	31:0x5d6c0c86	OK: <I=DEC>
0x0006a8d5	de	0x20bac6	0x0140f7	0x0001	32	32:0x5d6c0c99	NEU
0x0006a8d5	de	0x20bac6	0x684e0a	0x0402	32	32:0x5d6c0c99	Neues Waffe ist verfügbar: $1
0x0006a8d5	de	0x20bac6	0x68aa0a	0x0402	32	32:0x5d6c0c99	Neues Objekt ist verfügbar: $1
0x0006a8d5	de	0x20bac6	0x7e19ec	0x0402	32	32:0x5d6c0c99	[!] $1 Mitglied(er) verletzt.
0x0006a8d5	de	0x20bac6	0x7e19ed	0x0402	32	32:0x5d6c0c99	[!] $1 Mitglied(er) krank.
0x0006a8d5	de	0x20bac6	0x7e19ee	0x0402	32	32:0x5d6c0c99	[!] $1 Mitglied(er) leidet/leiden an PTBS.
0x0006a8d5	de	0x20bac6	0x7e19ef	0x0402	32	32:0x5d6c0c99	[!] $1 Mitglied(er) gestorben.
0x0006a8d5	de	0x20bac6	0x7e19f0	0x0402	32	32:0x5d6c0c99	$1 Mitglied(er) aus der Krankenstation entlassen.
0x0006a8d5	de	0x20bac6	0x7e1a07	0x0402	32	32:0x5d6c0c99	[!] $1 Mitglied(er) übergelaufen.
0x0006a8d5	de	0x20bac6	0x7e1a0a	0x0402	32	32:0x5d6c0c99	Die Parameter von $1 Mitglied(ern) haben sich verbessert.
0x0006a8d5	de	0x20bac6	0x7e1a0e	0x0402	32	32:0x5d6c0c99	Die Parameter von $1 Mitglied(ern) haben sich verbessert.
0x0006a8d5	de	0x20bac6	0x7e1a0f	0x0402	32	32:0x5d6c0c99	Feldeinheit ist aus der Konfliktzone zurückgekehrt.
0x0006a8d5	de	0x20bac6	0x7e1a10	0x0402	32	32:0x5d6c0c99	Neue Waffe entwickelt: $1
0x0006a8d5	de	0x20bac6	0x7e1a27	0x0402	32	32:0x5d6c0c99	Neues Objekt entwickelt: $1
0x0006a8d5	de	0x20bac6	0x7e1a28	0x0402	32	32:0x5d6c0c99	Mother Base wurde erweitert.
0x0006a8d5	de	0x20bac6	0x7e1a29	0x0402	32	32:0x5d6c0c99	(不要)#ハリケーンに遭遇。(難破船と遭遇していれば)難破船と遭遇した。
0x0006a8d5	de	0x20bac6	0x7e1a2a	0x0402	32	32:0x5d6c0c99	[!] Die Moral des Personals sinkt aufgrund von Nahrungsmittelknappheit.
0x0006a8d5	de	0x20bac6	0x7e1a2b	0x0402	32	32:0x5d6c0c99	Metal Gear ZEKE kann nun einer Feldeinheit zugewiesen werden.
0x0006a8d5	de	0x20bac6	0x7e1a2d	0x0402	32	32:0x5d6c0c99	Die Gesamtzahl der Rekruten beträgt mehr als $1!
0x0006a8d5	de	0x20bac6	0x7e1a30	0x0402	32	32:0x5d6c0c99	(不要)#【！】$1名ものスタッフが死亡してしまいました。
0x0006a8d5	de	0x20bac6	0x7e1a4b	0x0402	32	32:0x5d6c0c99	*log_type_34
0x0006a8d5	de	0x20bac6	0x7e1a4c	0x0402	32	32:0x5d6c0c99	Amanda hat sich angeschlossen.
0x0006a8d5	de	0x20bac6	0x7e1a4d	0x0402	32	32:0x5d6c0c99	Chico hat sich angeschlossen.
0x0006a8d5	de	0x20bac6	0x7e1a4e	0x0402	32	32:0x5d6c0c99	Cecile hat sich angeschlossen.
0x0006a8d5	de	0x20bac6	0x7e1a4f	0x0402	32	32:0x5d6c0c99	Huey hat sich angeschlossen.
0x0006a8d5	de	0x20bac6	0x7e1a50	0x0402	32	32:0x5d6c0c99	Paz hat sich angeschlossen.
0x0006a8d5	de	0x20bac6	0x7e1a68	0x0402	32	32:0x5d6c0c99	Strangelove hat sich angeschlossen.
0x0006a8d5	de	0x20bac6	0x7e1a6a	0x0402	32	32:0x5d6c0c99	$! % aller Waffen entwickelt.
0x0006a8d5	de	0x20bac6	0x7e1a6b	0x0402	32	32:0x5d6c0c99	100 % aller Waffen entwickelt.
0x0006a8d5	de	0x20bac6	0x7e1a6c	0x0402	32	32:0x5d6c0c99	$! % aller Objekte entwickelt.
0x0006a8d5	de	0x20bac6	0x7e1a6d	0x0402	32	32:0x5d6c0c99	100 % aller Objekte entwickelt.
0x0006a8d5	de	0x20bac6	0x7e1a6f	0x0402	32	32:0x5d6c0c99	ZEKE-Entwicklung ist vorangeschritten.
0x0006a8d5	de	0x20bac6	0x7e1a70	0x0402	32	32:0x5d6c0c99	$1 % aller Speicherplatinen erhalten.
0x0006a8d5	de	0x20bac6	0x7e1a87	0x0402	32	32:0x5d6c0c99	$1-Bestand hat $2 erreicht.
0x0006a8d5	de	0x20bac6	0x7e1a88	0x0402	32	32:0x5d6c0c99	(不要)「移動・サルベージ」の機能が追加されました。
0x0006a8d5	de	0x20bac6	0x7e1a89	0x0402	32	32:0x5d6c0c99	#????
0x0006a8d5	de	0x20bac6	0x7e1a8a	0x0402	32	32:0x5d6c0c99	(不要)海域から$1をサルベージしました。\n
0x0006a8d5	de	0x20bac6	0x7e1a8b	0x0402	32	32:0x5d6c0c99	#Geschenk an Personal geschickt.
0x0006a8d5	de	0x20bac6	0x7e1a8c	0x0402	32	32:0x5d6c0c99	Geschenk von $1 erhalten.
0x0006a8d5	de	0x20bac6	0x7e1a8d	0x0402	32	32:0x5d6c0c99	(不要)マザーベースが目標海域に到着しました。
0x0006a8d5	de	0x20bac6	0x7e1a8e	0x0402	32	32:0x5d6c0c99	Kantinenteam gegründet.
0x0006a8d5	de	0x20bac6	0x7e1a90	0x0402	32	32:0x5d6c0c99	Krankenstation gegründet.
0x0006a8d5	de	0x20bac6	0x7e1aa7	0x0402	32	32:0x5d6c0c99	Medizinisches Team gegründet.
0x0006a8d5	de	0x20bac6	0x86f5ca	0x0402	32	32:0x5d6c0c99	Vorherige Einträge der Aufzeichnung (bis zu 50) ansehen.  <I=CAN>: ZURÜCK
0x0006a8d5	de	0x20bac6	0xc34120	0x0402	32	32:0x5d6c0c99	Intel-Team gegründet.
0x0006a8d5	de	0x20bac6	0xc34121	0x0402	32	32:0x5d6c0c99	Tausch-Wartebereich gegründet.
0x0006a8d5	de	0x20bac6	0xc34122	0x0402	32	32:0x5d6c0c99	AUFTRAGS-OPS sind nun verfügbar.
0x0006a8d5	de	0x20bac6	0xc34123	0x0402	32	32:0x5d6c0c99	Mechs können nun in AUFTRAGS-OPS verwendet werden.
0x0006a8d5	de	0x20bac6	0xc34124	0x0402	32	32:0x5d6c0c99	Mech-Reparatur ist nun verfügbar.
0x0006a8d5	de	0x20bac6	0xc34125	0x0402	32	32:0x5d6c0c99	Metal Gear-Entwicklung ist nun verfügbar.
0x0006a8d5	de	0x20bac6	0xc34126	0x0402	32	32:0x5d6c0c99	Funktion ZUSTELLUNG wurde hinzugefügt.
0x0006a8d5	de	0x20bac6	0xc34127	0x0402	32	32:0x5d6c0c99	Funktion UNTERSTÜTZUNGSSCHLAG wurde hinzugefügt.
0x0006a8d5	de	0x20bac6	0xc34128	0x0402	32	32:0x5d6c0c99	Funktion NACHSCHUB wurde hinzugefügt.
0x0006a8d5	de	0x20bac6	0xc3413f	0x0402	32	32:0x5d6c0c99	Funktion TAUSCHEN wurde hinzugefügt.
0x0006a8d5	de	0x20bac6	0xc34140	0x0402	32	32:0x5d6c0c99	Funktion REKRUTIEREN wurde hinzugefügt.
0x0006a8d5	de	0x20bac6	0xc34141	0x0402	32	32:0x5d6c0c99	$1 neue(s) Mitglied(er) in der Einheit.
0x0006a8d5	de	0x20bac6	0xc34520	0x0402	32	32:0x5d6c0c99	[!] Eine große Anzahl an Personal ist untätig.
0x0006a8d5	de	0x20bac6	0xc34521	0x0402	32	32:0x5d6c0c99	[!] F&E hat Projekte angehalten.
0x0006a8d5	de	0x20bac6	0xc34522	0x0402	32	32:0x5d6c0c99	$1 Mitglied(er) ist/sind in den Bau gekommen.
0x0006a8d5	de	0x20bac6	0xc34523	0x0402	32	32:0x5d6c0c99	Neue Waffe zur Entwicklung verfügbar.
0x0006a8d5	de	0x20bac6	0xc34524	0x0402	32	32:0x5d6c0c99	Neues Objekt zur Entwicklung verfügbar.
0x0006a8d5	de	0x20bac6	0xc34525	0x0402	32	32:0x5d6c0c99	$1 Soldat(en) hat/haben den Bau verlassen und sind zurück in dem Wartebereich. 
0x0006a8d5	de	0x20bac6	0xc34526	0x0402	32	32:0x5d6c0c99	$1 Personal Mitglied(er) hat/haben die Krankenstation verlassen.
0x0006a8d5	de	0x20bac6	0xe46a99	0x0402	32	32:0x5d6c0c99	PERSONAL
0x0006a8d5	de	0x20bac6	0xe46a9a	0x0402	32	32:0x5d6c0c99	F&E
0x0006a8d5	de	0x20bac6	0xe46a9b	0x0402	32	32:0x5d6c0c99	MEDIZIN
0x0006a8d5	de	0x20bac6	0xe46a9c	0x0402	32	32:0x5d6c0c99	INTEL
0x0006a8d5	de	0x20bac6	0xe46a9d	0x0402	32	32:0x5d6c0c99	ANDERE
0x0006a8d5	de	0x20bac6	0xe46a9e	0x0402	32	32:0x5d6c0c99	ALLE
0x0006a8d5	de	0x20bac6	0xe6c872	0x0402	32	32:0x5d6c0c99	OK: <I=DEC>
0x0006a8d5	it	0x20bac6	0x0140f7	0x0001	33	33:0x5d6c0ce8	NUOVO
0x0006a8d5	it	0x20bac6	0x684e0a	0x0402	33	33:0x5d6c0ce8	Nuova arma ottenuta: $1
0x0006a8d5	it	0x20bac6	0x68aa0a	0x0402	33	33:0x5d6c0ce8	Nuovo oggetto ottenuto: $1
0x0006a8d5	it	0x20bac6	0x7e19ec	0x0402	33	33:0x5d6c0ce8	[!] Membri feriti: $1.
0x0006a8d5	it	0x20bac6	0x7e19ed	0x0402	33	33:0x5d6c0ce8	[!] Membri malati: $1.
0x0006a8d5	it	0x20bac6	0x7e19ee	0x0402	33	33:0x5d6c0ce8	[!] Membri sofferenti di DPTS: $1.
0x0006a8d5	it	0x20bac6	0x7e19ef	0x0402	33	33:0x5d6c0ce8	[!] Membri morti: $1.
0x0006a8d5	it	0x20bac6	0x7e19f0	0x0402	33	33:0x5d6c0ce8	Membri usciti dall'ospedale: $1.
0x0006a8d5	it	0x20bac6	0x7e1a07	0x0402	33	33:0x5d6c0ce8	[!] Membri che hanno disertato: $1.
0x0006a8d5	it	0x20bac6	0x7e1a0a	0x0402	33	33:0x5d6c0ce8	Membri con parametri migliorati: $1.
0x0006a8d5	it	0x20bac6	0x7e1a0e	0x0402	33	33:0x5d6c0ce8	Membri con parametri migliorati: $1.
